model,scenario,year,project_id,asset_class,region,base_dep_factor_GHG_tCO2e,base_dep_factor_Employment_FTE,base_dep_factor_Water_1000m3,base_dep_factor_ValueAdded_M$,GHG_dep_tCO2e,Employment_dep_FTE,Water_dep_1000m3,ValueAdded_dep_M$
OSeMOSYS,SSP4-6.0,2030.0,Rail_EU_OP2,Transport,Europe,70.97226666666667,97.86115555555557,87.90537777777779,90.78151111111112,10.0031734935,1.4826554576055555,0.11506791285134979,0.13152117485991666
OSeMOSYS,SSP4-6.0,2040.0,Hydro_AF,Energy,Africa,86.12986666666667,88.57431111111111,135.62453333333335,117.90835555555554,6517.129445318568,984.0883800107666,73.85953322296263,44.9673788803445
OSeMOSYS,SSP4-6.0,2040.0,Hydro_AS,Energy,Asia,87.99653333333333,90.44097777777777,141.1452,123.18168888888889,19391.206238848084,4880.447744000467,267.420934564299,247.07063575244584
OSeMOSYS,SSP4-6.0,2040.0,Hydro_EU,Energy,Europe,85.63893333333334,88.08337777777778,122.1276,115.22595555555556,95.3556431382,37.521832399994445,1.2836876068099865,3.224838591113861
OSeMOSYS,SSP4-6.0,2040.0,Proj_001,Health,LATAM,79.72986666666668,79.72986666666668,105.66875555555555,106.03991111111111,47449.84881610796,6831.508050721217,462.5524424868786,376.4817623806056
OSeMOSYS,SSP4-6.0,2040.0,Proj_002,Health,Africa,78.79653333333333,78.79653333333333,111.18008888888889,108.13057777777777,4913.890346214535,760.4848826279332,60.03939687493734,35.92194925144375
OSeMOSYS,SSP4-6.0,2040.0,Proj_003,Health,Europe,78.3056,78.3056,97.68315555555557,105.44817777777777,3009.6235096628016,1327.9675936857834,47.039742659035596,116.02650032321202
OSeMOSYS,SSP4-6.0,2040.0,Rail_EU_DEV,Transport,Europe,70.97226666666667,97.86115555555557,87.90537777777779,90.78151111111112,84348.8578990385,39031.556222704654,1132.5228245842206,2865.0223399833253
OSeMOSYS,SSP4-6.0,2040.0,Rail_EU_OP1,Transport,Europe,70.97226666666667,97.86115555555557,87.90537777777779,90.78151111111112,4.81163247078,2.2878908613444446,0.07801166550477792,0.20273363765283334
OSeMOSYS,SSP4-6.0,2040.0,Rail_EU_OP2,Transport,Europe,70.97226666666667,97.86115555555557,87.90537777777779,90.78151111111112,3.330719659125,1.5818885926500001,0.05402037300628996,0.14020921713775
OSeMOSYS,SSP5-8.5,2025.0,Hydro_AF,Energy,Africa,86.12986666666667,88.57431111111111,135.62453333333335,117.90835555555554,15755.556336811826,823.7119035414333,155.74440705788012,37.59505519142605
OSeMOSYS,SSP5-8.5,2025.0,Hydro_AS,Energy,Asia,87.99653333333333,90.44097777777777,141.1452,123.18168888888889,71216.779925278,3810.4087858869107,819.9721992785984,193.00079498652403
OSeMOSYS,SSP5-8.5,2025.0,Hydro_EU,Energy,Europe,85.63893333333334,88.08337777777778,122.1276,115.22595555555556,734.1820539485834,30.251334915327778,5.935985492352762,2.601047227693639
OSeMOSYS,SSP5-8.5,2025.0,Proj_001,Health,LATAM,79.72986666666668,79.72986666666668,105.66875555555555,106.03991111111111,142767.79758595646,5964.147693193217,1189.3920879833245,328.4372813995796
OSeMOSYS,SSP5-8.5,2025.0,Proj_002,Health,Africa,78.79653333333333,78.79653333333333,111.18008888888889,108.13057777777777,11867.445637696992,636.5729751619333,126.25736664689192,30.039565751288634
